ana_id;ech_id;prog_id;bioagr_id;hote_id;pest_sa_id;pest_pc_id;synerg_id;tech_id;tps_expo;bioagr_class_id;bioagr_class_val;sex;dat_test;rep_test;lect_id;test_echec;dose;nb_vi;nb_mb;nb_mt;nb_mtot
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;40;21;0;0;0
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;80;13;0;6;6
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;160;6;0;15;15
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;320;1;0;20;20
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;640;0;0;21;21
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;1280;0;0;21;21
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;2560;0;0;17;17
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B01;1;0;0;14;0;0;0
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B01;1;0;40;14;0;0;0
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B01;1;0;80;12;2;0;2
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B01;1;0;160;3;0;11;11
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B01;1;0;320;2;0;11;11
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B01;1;0;640;1;1;12;13
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B02;1;0;0;12;0;0;0
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B02;1;0;40;12;0;0;0
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B02;1;0;80;12;0;1;1
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B02;1;0;160;6;0;6;6
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B02;1;0;320;1;0;9;9
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151125;B02;1;0;640;0;1;11;12
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C01;1;0;0;25;0;0;0
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C01;1;0;40;23;0;1;1
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C01;1;0;80;21;0;4;4
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C01;1;0;160;8;2;15;17
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C01;1;0;320;4;1;20;21
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C01;1;0;640;1;0;24;24
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C02;1;0;0;19;0;0;0
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C02;1;0;40;19;0;1;1
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C02;1;0;80;14;0;4;4
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C02;1;0;160;9;2;8;10
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C02;1;0;320;3;0;14;14
775;11-0037-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151130;C02;1;0;640;1;0;19;19
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;0;22;0;0;0
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;160;21;0;0;0
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;320;20;0;2;2
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;640;20;1;1;2
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;1280;9;2;11;13
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151117;A01;1;0;2560;3;1;17;18
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;0;20;0;0;0
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;160;20;0;0;0
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;320;20;0;0;0
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;640;16;0;4;4
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;1280;8;4;8;12
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;2560;6;2;12;14
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;5120;0;2;18;20
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;0;20;0;0;0
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;160;19;1;0;1
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;320;18;1;0;1
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;640;17;0;2;2
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;1280;12;0;8;8
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;2560;3;2;12;14
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;5120;0;0;18;18
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C01;1;0;0;25;0;0;0
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C01;1;0;160;26;0;0;0
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C01;1;0;320;25;0;0;0
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C01;1;0;640;23;0;2;2
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C01;1;0;1280;7;2;17;19
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C01;1;0;2560;4;2;19;21
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C01;1;0;5120;0;0;25;25
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C02;1;0;0;20;0;0;0
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C02;1;0;160;20;0;0;0
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C02;1;0;320;19;0;1;1
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C02;1;0;640;16;0;4;4
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C02;1;0;1280;6;1;12;13
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C02;1;0;2560;1;3;15;18
776;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151201;C02;1;0;5120;0;0;20;20
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151118;A01;1;0;0;21;0;0;0
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151118;A01;1;0;40;19;0;2;2
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151118;A01;1;0;80;19;0;2;2
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151118;A01;1;0;160;13;1;8;9
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151118;A01;1;0;320;3;0;18;18
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151118;A01;1;0;640;0;1;20;21
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151118;A01;1;0;1280;0;0;21;21
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;0;20;0;0;0
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;40;20;0;0;0
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;80;20;0;0;0
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;160;14;2;4;6
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;320;6;0;14;14
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B01;1;0;640;3;0;14;14
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;0;19;0;1;1
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;40;20;0;0;0
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;80;20;0;0;0
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;160;17;0;3;3
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;320;6;0;14;14
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151126;B02;1;0;640;1;0;16;16
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C01;1;0;0;24;0;1;1
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C01;1;0;40;25;0;0;0
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C01;1;0;80;25;0;1;1
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C01;1;0;160;20;0;5;5
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C01;1;0;320;8;2;15;17
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C01;1;0;640;0;1;24;25
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C01;1;0;1280;0;0;27;27
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C02;1;0;0;19;0;1;1
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C02;1;0;40;20;0;0;0
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C02;1;0;80;20;0;0;0
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C02;1;0;160;12;1;6;7
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C02;1;0;320;6;0;13;13
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C02;1;0;640;1;1;19;20
777;12-0069-0001;18-001-REF;MYZUS PERSICAE;PECHER;THIACLOPRIDE;CALYPSO-TECH;PBO;COURBES DOSE-REPONSE;48H;AGE LARVES;0-24H;O;20151202;C02;1;0;1280;0;0;21;21
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151020;A01;1;0;0;8;0;0;0
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151020;A01;1;0;40;7;0;1;1
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151020;A01;1;0;80;5;2;1;3
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151020;A01;1;0;160;0;0;8;8
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151020;A01;1;0;320;0;0;8;8
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151020;A02;1;0;0;10;0;0;0
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151020;A02;1;0;40;8;0;2;2
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151020;A02;1;0;80;1;1;7;8
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151020;A02;1;0;160;1;0;9;9
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151020;A02;1;0;320;0;1;9;10
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B01;1;0;0;8;0;0;0
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B01;1;0;20;8;0;0;0
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B01;1;0;40;8;0;0;0
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B01;1;0;80;3;1;3;4
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B01;1;0;160;0;2;6;8
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B01;1;0;320;1;0;7;7
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B02;1;0;0;8;0;0;0
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B02;1;0;20;7;0;1;1
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B02;1;0;40;7;1;0;1
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B02;1;0;80;3;1;4;5
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B02;1;0;160;0;1;7;8
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151027;B02;1;0;320;0;0;8;8
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151103;C01;1;0;0;22;0;0;0
778;18-0014-0001;18-001-REF;MYZUS PERSICAE;POMME DE TERRE;THIACLOPRIDE;CALYPSO-TECH;AUCUN;COURBES DOSE-REPONSE;;;;;20151103;C01;1;0;20;21;0;0;0
